,official_name,level,speakers,country,missing_speakers,official,regional,minority,national,widely_spoken,country_count,max_urbanization,max_internet_use,years_since_obs
1014,Igo,Threatened,6000,Togo,0,0,0,0,0,0,1,44.49,37.0,1.0
1015,Ik,Vulnerable,16000,Uganda,0,3,3,2,3,1,1,26.771,15.3,1.0
1016,Ikaranggal,Dormant,0,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1017,Ikizu,At risk,132000,Tanzania,0,0,0,0,0,0,1,37.409,29.1,1.0
1018,Ikoma,Vulnerable,36000,Tanzania,0,0,0,0,0,0,1,37.409,29.1,1.0
1019,Ikorom,Threatened,8000,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
1020,Ikpéng,Endangered,342,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
1021,Ilgar,Critically Endangered,5,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1022,Ilue,Threatened,5000,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
1023,Imonda,Endangered,274,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1024,Inagta Alabat,Critically Endangered,13,Philippines,0,0,0,0,0,0,1,48.287,83.8,1.0
1025,Inapang,Threatened,1290,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1026,Iñapari,Critically Endangered,5,Peru,0,0,0,0,0,0,1,78.922,79.5,1.0
1027,Inari Saami,Endangered,300,Finland,0,0,0,0,0,0,1,85.773,93.5,1.0
1028,Indri,Severely Endangered,700,South Sudan,0,0,0,0,0,0,1,21.195,9.27,4.0
1029,Ingrian,Severely Endangered,130,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
1030,Innu,Endangered,10495,Canada,0,0,0,0,0,0,1,81.862,94.0,1.0
1031,Inuit Sign Language,Severely Endangered,40,Canada,0,0,0,0,0,0,1,81.862,94.0,1.0
1032,Inuktitut,Vulnerable,30000,Canada,0,0,1,1,0,0,1,81.862,94.0,1.0
1033,Inupiaq,Severely Endangered,26644,United States;Canada,0,0,0,0,0,0,2,83.298,94.0,1.0
1034,Ipiko,Endangered,200,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1035,Iquito,Critically Endangered,15,Peru,0,0,0,0,0,0,1,78.922,79.5,1.0
1036,Iraya,Vulnerable,10000,Philippines,0,0,0,0,0,0,1,48.287,83.8,1.0
1037,Irish,Endangered,40000,United Kingdom;Ireland,0,1,1,0,1,0,2,84.642,96.5,1.0
1038,Irula,Threatened,5000,India,0,0,0,0,0,0,1,36.364,55.9,2.0
1039,Isanzu,Vulnerable,32400,Tanzania,0,0,0,0,0,0,1,37.409,29.1,1.0
1040,Isarog Agta,Critically Endangered,6,Philippines,0,0,0,0,0,0,1,48.287,83.8,1.0
1041,Ishkashimi,Threatened,2500,Tajikistan;Afghanistan,0,0,0,0,0,0,2,28.234,56.8,1.0
1042,Isirawa,Threatened,1800,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1043,Iskonawa,Critically Endangered,5,Peru,0,0,0,0,0,0,1,78.922,79.5,1.0
1044,Isolado do Tanaru,Critically Endangered,1,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
1045,Isthmus Zapotec,Vulnerable,80000,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
1046,Istriot,Severely Endangered,400,Croatia,0,0,0,0,0,0,1,58.575,83.2,1.0
1047,Istro Romanian,Endangered,300,Croatia,0,0,0,0,0,0,1,58.575,83.2,1.0
1048,"Isu (Northwest Region, Cameroon)",Vulnerable,10400,Cameroon,0,0,0,0,0,0,1,59.315,41.9,1.0
1049,Isubu,Endangered,800,Cameroon,0,0,0,0,0,0,1,59.315,41.9,1.0
1050,Itelmen,Severely Endangered,20,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
1051,Itene,Severely Endangered,44,Bolivia,0,0,0,0,0,0,1,71.186,70.2,1.0
1052,Iteri,Endangered,447,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1053,Itik,Severely Endangered,80,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1054,Itonama,Critically Endangered,1,Bolivia,0,1,0,0,0,0,1,71.186,70.2,1.0
1055,Itu Mbon Uzo,Threatened,10000,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
1056,Itza',Severely Endangered,12,Guatemala,0,0,0,0,0,0,1,53.098,56.1,1.0
1057,Iwaidja,Endangered,150,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1058,Iwur,Threatened,1000,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1059,Ixcatec,Critically Endangered,9,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
1060,Ixil,Vulnerable,69137,Guatemala,0,0,0,0,0,0,1,53.098,56.1,1.0
1061,Ixtenco Otomí,Endangered,740,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
1062,Ixtlán,Vulnerable,12900,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
1063,Iyasa,Threatened,3000,Gabon;Cameroon;Equatorial Guinea,0,0,0,0,0,0,3,91.029,71.9,1.0
1064,Iyive,Endangered,1000,Nigeria;Cameroon,0,0,0,0,0,0,2,59.315,41.9,1.0
1065,Izon,At risk,1000000,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
1066,Izora,Endangered,425,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
1067,Jabirr-Jabirr,Dormant,0,Australia,1,0,0,0,0,0,1,86.617,97.1,1.0
1068,Jabutí,Severely Endangered,50,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
1069,Jad,Endangered,2000,Pakistan;India,0,0,0,0,0,0,2,38.04,55.9,2.0
1070,Jakalteko,Vulnerable,38350,Guatemala;Mexico,0,0,0,0,0,0,2,81.582,81.2,1.0
1071,Jakarta Sign Language,Threatened,9600,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1072,Jakun,Vulnerable,10000,Malaysia,0,0,0,0,0,0,1,78.716,97.7,1.0
1073,Jalkunan,Endangered,600,Burkina Faso,0,0,0,0,0,0,1,32.52,17.0,1.0
1074,Jamaican Country Sign Language,Threatened,2500,Jamaica,0,0,0,0,0,0,1,57.378,83.4,1.0
1075,Jamamadí,Endangered,980,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
1076,Jaminjung,Severely Endangered,100,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1077,Janday,Awakening,5,Australia,1,0,0,0,0,0,1,86.617,97.1,1.0
1078,Jangshung,Threatened,1990,India,0,0,0,0,0,0,1,36.364,55.9,2.0
1079,Janji,Threatened,1150,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
1080,Japréria,Severely Endangered,95,"Venezuela, RB",0,0,0,0,0,0,1,88.438,61.6,7.0
1081,Jarawa,Vulnerable,340,India,0,0,0,0,0,0,1,36.364,55.9,2.0
1082,Jarqu'i,Threatened,14000,"Iran, Islamic Rep.",0,0,0,0,0,0,1,77.257,79.6,1.0
1083,Jaru,Endangered,217,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1084,Jauja-Huanca Quechua,At risk,250000,Peru,0,0,0,0,0,0,1,78.922,79.5,1.0
1085,Jaunsari,Vulnerable,96995,India,0,0,0,0,0,0,1,36.364,55.9,2.0
1086,Jawi,Critically Endangered,3,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1087,Jawoyn,Critically Endangered,100,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1088,Jaya,Threatened,2200,Chad,0,0,0,0,0,0,1,24.366,13.2,1.0
1089,Jejara,Vulnerable,1460,Myanmar,0,0,0,0,0,0,1,32.112,58.5,1.0
1091,Jemez,Threatened,3000,United States,0,0,0,0,0,0,1,83.298,93.1,1.0
1092,Jeri Kuo,Severely Endangered,1500,Côte d'Ivoire,0,0,0,0,0,0,1,53.149,40.7,1.0
1093,Jèrriais,Threatened,2874,United Kingdom,0,0,0,0,0,0,1,84.642,96.3,1.0
1094,Jerung,Endangered,271,Nepal,0,0,0,0,0,0,1,21.903,55.8,1.0
1095,Jewish Azerbaijani Neo-Aramaic,Threatened,4450,"Azerbaijan;Georgia;Israel;Iran, Islamic Rep.",0,0,0,0,0,0,4,92.854,89.0,1.0
1096,Jiba,Threatened,2000,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
1097,Jibbali,Threatened,5000,Oman,0,0,0,0,0,0,1,88.4,95.3,0.0
1098,Jicarilla Apache,Endangered,300,United States,0,0,0,0,0,0,1,83.298,93.1,1.0
1099,Jiiddu,Threatened,33000,Somalia,0,0,0,0,0,0,1,47.92,27.6,2.0
1100,Jilbe,Threatened,2000,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
1101,Jimi (Cameroon),Threatened,3500,Cameroon,0,0,0,0,0,0,1,59.315,41.9,1.0
1102,Jimi (Nigeria),Severely Endangered,1000,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
1103,Jingulu,Severely Endangered,10,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1104,Jirel,Threatened,4919,Nepal,0,0,0,0,0,0,1,21.903,55.8,1.0
1105,Jiwarli,Dormant,0,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1106,Jola-Fonyi,At risk,413490,Senegal;Gambia;Guinea-Bissau,0,0,0,0,0,0,3,49.579,60.6,1.0
1107,Jonkor Bourmataguil,Threatened,1500,Chad,0,0,0,0,0,0,1,24.366,13.2,1.0
1108,Jowshaqani,Severely Endangered,400,"Iran, Islamic Rep.",0,0,0,0,0,0,1,77.257,79.6,1.0
1109,Ju,Endangered,150,Nigeria,0,1,0,0,0,0,1,54.283,39.2,1.0
1110,Juang,Vulnerable,30875,India,0,0,0,0,0,0,1,36.364,55.9,2.0
1111,Judeo-Hamadani,Endangered,1000,"Israel;Iran, Islamic Rep.",0,0,0,0,0,0,2,92.854,87.0,1.0
1112,Judeo-Iraqi Arabic,At risk,151820,Israel;Iraq,0,0,0,0,0,0,2,92.854,87.0,1.0
1113,Judeo-Italian,Severely Endangered,50,Italy,0,0,0,0,0,0,1,71.973,87.0,1.0
1114,Judeo-Moroccan Arabic,At risk,258930,Israel;Morocco,0,0,0,0,0,0,2,92.854,91.0,1.0
1115,Judeo-Tat,Vulnerable,25000,Russian Federation;Azerbaijan;Israel,0,0,0,0,0,0,3,92.854,92.2,1.0
1116,Judeo-Tunisian Arabic,At risk,352500,Israel;Tunisia,0,0,0,0,0,0,2,92.854,87.0,1.0
1117,Judeo-Yemeni Arabic,Vulnerable,51000,Israel;Yemen,0,0,0,0,0,0,2,92.854,87.0,1.0
1118,Juk,Threatened,1500,Lao PDR,0,0,0,0,0,0,1,38.247,63.6,1.0
1119,Júma,Critically Endangered,5,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
1120,Jumaytepeque Xinka,Dormant,0,Guatemala,0,0,0,0,0,0,1,53.098,56.1,1.0
1121,Jurruru,Dormant,0,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1122,Juruna,Endangered,300,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
1123,Ju|'hoan,Vulnerable,11000,Botswana;Namibia,0,0,0,0,0,0,2,72.867,81.4,1.0
1124,K'emant,Severely Endangered,3,Ethiopia;Eritrea,0,0,0,0,0,0,2,43.267,20.0,1.0
1125,K'iche',Vulnerable,922378,Guatemala;Mexico,0,0,0,0,0,0,2,81.582,81.2,1.0
1126,Kaanju,Critically Endangered,50,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1127,Kaapor,Endangered,800,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
1128,Kabalai,Vulnerable,17885,Chad,0,0,0,0,0,0,1,24.366,13.2,1.0
1129,Kabulowan,Severely Endangered,500,Philippines,0,0,0,0,0,0,1,48.287,83.8,1.0
1130,Kabwa,Threatened,8500,Tanzania,0,0,0,0,0,0,1,37.409,29.1,1.0
1131,Kachari,Endangered,59000,India,0,0,0,0,0,0,1,36.364,55.9,2.0
1132,Kaco',Vulnerable,3365,Cambodia,0,0,0,0,0,0,1,25.57,60.7,1.0
1133,Kadai,Endangered,200,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1134,Kadaru,Threatened,7000,Sudan,0,0,0,0,0,0,1,36.342,26.4,4.0
1135,Kadiwéu,Threatened,1600,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
1136,Kadu,Vulnerable,30000,Myanmar,0,0,0,0,0,0,1,32.112,58.5,1.0
1137,Kaduo,Vulnerable,200000,China,0,0,0,0,0,0,1,64.57,77.5,1.0
1138,Kaera,Vulnerable,5500,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1139,Kagoro,Vulnerable,15000,Mali,0,0,0,0,0,0,1,46.189,35.1,1.0
1140,Kaian,Threatened,792,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1141,Kaibobo,Endangered,250,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1142,Kaiep,Endangered,300,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1143,Kaike,Vulnerable,794,Nepal,0,0,0,0,0,0,1,21.903,55.8,1.0
1144,Kaingang,Vulnerable,18500,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
1145,Kairiru,Threatened,3507,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1146,Kairui-Midiki,Threatened,1000,Timor-Leste,0,0,0,0,0,0,1,32.456,34.0,1.0
1147,Kaivi,Threatened,2320,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
1148,Kaixana,Dormant,0,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
1149,Kaiy,Endangered,250,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1150,Kaki Ae,Endangered,510,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1151,Kalaallisut,Vulnerable,53000,Denmark;caledonia,0,0,1,0,0,0,2,88.495,99.8,0.0
1152,Kalabari,At risk,258000,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
1153,Kalamang,Severely Endangered,134,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1154,Kalami,Threatened,1500,Pakistan,0,0,0,0,0,0,1,38.04,27.4,1.0
1155,Kalao,Endangered,400,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1156,Kalasha,Threatened,5000,Pakistan,0,0,0,0,0,0,1,38.04,27.4,1.0
1157,Kalaw Kawaw Ya,Severely Endangered,900,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1158,Kalispel-Spokane-Pend d'Oreille-Salish,Severely Endangered,70,United States,0,0,0,0,0,0,1,83.298,93.1,1.0
1159,Kalkatungu,Dormant,0,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1160,Kalmyk-Oirat,Vulnerable,323857,Russian Federation;China;Mongolia,0,0,0,0,0,0,3,75.331,92.2,1.0
1161,Kalou,Endangered,820,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1162,Kamang,Threatened,6000,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1163,Kamara,Vulnerable,3000,Ghana,0,0,0,0,0,0,1,59.238,69.9,1.0
1164,Kamarian,Severely Endangered,10,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1165,Kamas,Dormant,0,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
1166,Kamasa,Critically Endangered,7,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1167,Kamasau,Endangered,700,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1168,Kamayurá,Endangered,400,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
1169,Kambaira,Endangered,140,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1170,Kamda,Threatened,3000,Sudan,0,0,0,0,0,0,1,36.342,26.4,4.0
1171,Kami (Nigeria),Threatened,5000,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
1172,Kami (Tanzania),Severely Endangered,5518,Tanzania,0,0,0,0,0,0,1,37.409,29.1,1.0
1173,Kamu,Critically Endangered,2,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1174,Kamula,Endangered,800,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1176,Kanan,Threatened,9000,Myanmar,0,0,0,0,0,0,1,32.112,58.5,1.0
1177,Kanashi,Threatened,1400,India,0,0,0,0,0,0,1,36.364,55.9,2.0
1178,Kandas,Endangered,300,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1179,Kande,Severely Endangered,100,Gabon,0,0,0,0,0,0,1,91.029,71.9,1.0
1180,Kanga,Threatened,8000,Sudan,0,0,0,0,0,0,1,36.342,26.4,4.0
1181,Kanggape,Endangered,930,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1182,Kangjia,Severely Endangered,377,China,0,0,0,0,0,0,1,64.57,77.5,1.0
1183,Kanienʼkéha (Mohawk),Threatened,3800,United States;Canada,0,0,0,0,0,0,2,83.298,94.0,1.0
1184,Kaningra,Threatened,327,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1185,Kaninuwa,Endangered,360,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1186,Kaniyang,Awakening,5,Australia,1,0,0,0,0,0,1,86.617,97.1,1.0
1187,Kanowit-Tanjong,Endangered,100,Malaysia,0,0,0,0,0,0,1,78.716,97.7,1.0
1188,Kantosi,Threatened,2300,Ghana,0,0,0,0,0,0,1,59.238,69.9,1.0
1189,Kanu,Threatened,3500,"Congo, Dem. Rep.",0,0,0,0,1,0,1,47.444,30.5,1.0
1190,Kanza,Awakening,5,United States,1,0,0,0,0,0,1,83.298,93.1,1.0
1191,Kao,Endangered,200,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1192,Kap,Threatened,2079,Papua New Guinea,0,0,1,0,0,0,1,13.723,24.1,1.0
1193,Kapingamarangi,Threatened,3000,"Micronesia, Fed. Sts.",0,0,0,0,0,0,1,23.379,39.4,4.0
1194,Kapixaná,Critically Endangered,3,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
1195,Kapong,Vulnerable,11550,"Brazil;Venezuela, RB;Guyana",0,0,0,0,0,0,3,88.438,84.2,1.0
1196,Kapori,Vulnerable,200,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1197,Kapriman,Vulnerable,1339,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1198,Kapya,Endangered,200,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
1199,Kaqchikel,Vulnerable,475889,Guatemala,0,0,0,0,0,0,1,53.098,56.1,1.0
1200,Kara,Threatened,4800,Central African Republic,0,0,0,3,0,0,1,43.614,7.51,5.0
1201,Karaim,Critically Endangered,500,Ukraine;Lithuania,0,0,0,1,0,0,2,70.095,88.5,1.0
1202,Karajá,Threatened,3060,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
1203,Karajarri,Critically Endangered,12,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1204,Karang,Vulnerable,18000,Cameroon;Chad,0,0,0,0,0,0,2,59.315,41.9,1.0
1205,Karanga,Threatened,10000,Chad,0,0,0,0,0,0,1,24.366,13.2,1.0
1206,Karata,Threatened,5000,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
1207,Karawa,Severely Endangered,44,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1208,Karawari,Threatened,1300,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1209,Karbi,At risk,150000,India,0,0,0,0,0,0,1,36.364,55.9,2.0
1210,Karelian,Threatened,63000,Russian Federation;Finland,0,0,0,0,0,0,2,85.773,93.5,1.0
1211,Kari,Endangered,1000,"Congo, Dem. Rep.",0,0,0,0,0,0,1,47.444,30.5,1.0
1212,Kari'nja,Threatened,8600,"Brazil;Venezuela, RB;Guyana;Suriname;French Guiana",0,0,0,0,0,0,5,88.438,84.2,1.0
1213,Karian,Endangered,3,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1214,Karingani,Vulnerable,17600,"Iran, Islamic Rep.",0,0,0,0,0,0,1,77.257,79.6,1.0
1215,Karipuna,Severely Endangered,10,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
1216,Karitiana,Endangered,320,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
1217,Kariya,Threatened,3000,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
1218,Kariyarra,Critically Endangered,2,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1219,Karkar-Yuri,Threatened,1000,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1220,Karko (India),Threatened,2000,India,0,0,0,0,0,0,1,36.364,55.9,2.0
1221,Karko (Sudan),Endangered,8000,Sudan,0,0,0,0,0,0,1,36.342,26.4,4.0
1222,Karo (Brazil),Endangered,200,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
1223,Karo (Ethiopia),Threatened,1000,Ethiopia,0,0,0,0,0,0,1,23.157,16.7,3.0
1224,Karore,Endangered,550,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1225,Kartujarra,Critically Endangered,5,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1226,Kasanga,Critically Endangered,3,Guinea-Bissau,0,0,0,0,0,0,1,45.466,32.5,1.0
1227,Kashubian,Vulnerable,50000,Poland,0,0,1,0,0,0,1,60.218,86.4,1.0
1228,Kasong,Severely Endangered,40,Thailand,0,0,0,0,0,0,1,53.608,89.5,1.0
1229,Kata Kolok,Endangered,175,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1230,Katawixi,Dormant,0,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
1231,Kathu,Threatened,5000,China,0,0,0,0,0,0,1,64.57,77.5,1.0
1232,Kati,Threatened,5100,Afghanistan;Pakistan,0,0,0,0,0,0,2,38.04,27.4,1.0
1233,Katla,Vulnerable,14200,Sudan,0,0,0,0,0,0,1,36.342,26.4,4.0
1234,Katukina,Vulnerable,550,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
1235,Katukina do Acre,Endangered,318,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
1236,Katxúyana,Severely Endangered,150,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
1237,Kaure,Endangered,450,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1238,Kaurna,Awakening,50,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1239,Kawacha,Severely Endangered,12,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1240,Kawaiisu,Critically Endangered,3,United States,0,0,0,0,0,0,1,83.298,93.1,1.0
1241,Kawésqar,Critically Endangered,10,Chile,0,0,0,0,0,0,1,88.012,94.5,1.0
1242,Kaxararí,Threatened,300,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
1243,Kayardild,Critically Endangered,5,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1244,Kayeli,Critically Endangered,4,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1245,Kayik,Endangered,769,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1246,Kaytetye,Endangered,200,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1247,Kayupulau,Severely Endangered,573,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1248,Kazhuo,Threatened,6341,China,0,0,0,0,0,0,1,64.57,77.5,1.0
1249,Kehu,Severely Endangered,25,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1250,Keiga,Threatened,6070,Sudan,0,0,0,0,0,0,1,36.342,26.4,4.0
1251,Keijar,Endangered,180,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1252,Kelo,Endangered,200,South Sudan,0,0,0,0,0,0,1,21.195,9.27,4.0
1253,Kelon,Threatened,5000,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1254,Kemak,Vulnerable,72000,Indonesia;Timor-Leste,0,0,0,0,0,0,2,58.572,69.2,1.0
1255,Kembra,Severely Endangered,20,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1256,Kendeje,Endangered,2000,Chad,0,0,0,0,0,0,1,24.366,13.2,1.0
1257,Kendem,Threatened,1000,Cameroon,0,0,0,0,0,0,1,59.315,41.9,1.0
1258,Kene,Endangered,300,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
1259,Keningau Murut,Threatened,7000,Malaysia,0,0,0,0,0,0,1,78.716,97.7,1.0
1260,Kensiu,Endangered,500,Thailand;Malaysia,0,0,0,0,0,0,2,78.716,97.7,1.0
1261,Kenuzi,Threatened,50000,Libya;Egypt,0,0,0,0,0,0,2,81.606,88.5,1.0
1262,Kepo',Threatened,6000,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1263,Kera'a,Threatened,16000,India;China,0,0,0,0,0,0,2,64.57,77.5,1.0
1264,Kerek,Critically Endangered,10,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
1265,Kesha'i,Endangered,200,"Iran, Islamic Rep.",0,0,0,0,0,0,1,77.257,79.6,1.0
1266,Ket,Endangered,500,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
1267,Ketum,Endangered,900,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1268,Kgalagadi,Vulnerable,15000,Botswana;Namibia,0,0,0,0,0,0,2,72.867,81.4,1.0
1269,Khakas,Threatened,6000,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
1270,Khalaj,Vulnerable,20000,"Iran, Islamic Rep.",0,0,0,0,0,0,1,77.257,79.6,1.0
1271,Khaling,Vulnerable,15000,India;Nepal,0,0,0,0,0,0,2,36.364,55.9,2.0
1272,Khamba,Threatened,1330,India,0,0,0,0,0,0,1,36.364,55.9,2.0
1273,Khamnigan Ewenki,Threatened,1000,Russian Federation;China;Mongolia,0,0,0,0,0,0,3,75.331,92.2,1.0
1274,Khamnigan Mongol,Severely Endangered,300,Russian Federation;China;Mongolia,0,0,0,0,0,0,3,75.331,92.2,1.0
1275,Khamti,Vulnerable,14000,India;Myanmar,0,0,0,0,0,0,2,36.364,58.5,1.0
1276,Khamyang,Critically Endangered,50,India,0,0,0,0,0,0,1,36.364,55.9,2.0
1277,Kháng,Threatened,3921,Viet Nam,0,0,0,0,0,0,1,39.48,78.1,1.0
1278,Khatso,Threatened,5432,China,0,0,0,0,0,0,1,64.57,77.5,1.0
1279,Khe,Threatened,1300,Burkina Faso;Côte d'Ivoire,0,0,0,0,0,0,2,53.149,40.7,1.0
1280,Khengkha,Vulnerable,40000,Bhutan,0,0,0,0,0,0,1,44.35,88.4,1.0
1281,Khezha Naga,Vulnerable,23000,India,0,0,0,0,0,0,1,36.364,55.9,2.0
1282,Khiamniungan Naga,Vulnerable,47800,India,0,0,0,0,0,0,1,36.364,55.9,2.0
1283,Khinalugh,Threatened,3000,Azerbaijan,0,0,0,0,0,0,1,57.577,89.0,1.0
1284,Khisa,Threatened,8000,Burkina Faso;Côte d'Ivoire,0,0,0,0,0,0,2,53.149,40.7,1.0
1285,Khoekhoe,Vulnerable,210000,South Africa;Botswana;Namibia,0,0,0,0,0,0,3,72.867,81.4,1.0
1286,Khowar,At risk,300000,Pakistan;India,0,0,0,0,0,0,2,38.04,55.9,2.0
1287,Khroskyabs,Threatened,10000,China,0,0,0,0,0,0,1,64.57,77.5,1.0
