,official_name,level,speakers,country,missing_speakers,official,regional,minority,national,widely_spoken,country_count,max_urbanization,max_internet_use,years_since_obs
1707,May River Iwam,Threatened,3000,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1708,Maya,Dormant,0,Australia,0,0,1,0,1,0,1,86.617,97.1,1.0
1709,Mayi-Kulan,Dormant,0,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1710,Mayi-Kutuna,Critically Endangered,2,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1711,Mayi-Thakurti,Dormant,0,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1712,Mayi-Yapi,Dormant,0,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1713,Mayo,Vulnerable,32702,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
1714,Mbabaram,Dormant,0,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1715,Mbara (Chad),Endangered,1000,Chad,0,0,0,0,0,0,1,24.366,13.2,1.0
1716,Mbariman-Gudhinma,Critically Endangered,3,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1717,Mbiywom,Dormant,0,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1718,Mbonga,Threatened,1490,Cameroon,0,0,0,0,0,0,1,59.315,41.9,1.0
1719,Mbowe,Threatened,2690,Zambia,0,0,0,0,0,0,1,46.335,33.0,1.0
1720,Mbre,Endangered,200,Côte d'Ivoire,0,0,0,0,0,0,1,53.149,40.7,1.0
1721,Mbugu,Threatened,7000,Tanzania,0,0,0,0,0,0,1,37.409,29.1,1.0
1722,Mbulungish,Threatened,5000,Guinea;Guinea-Bissau,0,0,0,0,0,0,2,45.466,32.5,1.0
1723,Mbwenelang,Critically Endangered,10,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
1724,Mbyá,Vulnerable,19924,Brazil;Argentina;Paraguay;Uruguay,0,0,0,0,0,0,4,95.771,89.9,1.0
1725,Mea,Endangered,300,New Caledonia,0,0,1,0,0,0,1,72.719,82.0,7.0
1726,Meakambut,Endangered,100,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1727,Meänkieli,Endangered,20000,Sweden;Finland,0,0,0,0,0,0,2,88.738,95.7,1.0
1728,Mebengokre,Threatened,7266,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
1729,Mednyj Aleut,Critically Endangered,1,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
1730,Megleno-Romanian,Threatened,5000,Greece;Macedonia,0,0,0,0,0,0,2,80.673,85.0,1.0
1731,Mehek,Threatened,4027,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1732,Mehináku,Endangered,227,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
1733,Mehri,At risk,100000,Yemen;Oman;Kuwait,0,0,0,2,0,0,3,100.0,99.7,1.0
1734,Mekéns,Critically Endangered,22,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
1735,Mekmek,Threatened,1036,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1736,Mende,Threatened,5057,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1737,Menka,Vulnerable,5200,Cameroon,0,0,0,0,0,0,1,59.315,41.9,1.0
1738,Menominee,Severely Endangered,35,United States,0,0,0,0,0,0,1,83.298,93.1,1.0
1739,Meoswar,Endangered,250,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1740,Mer (Indonesia),Severely Endangered,85,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1741,Merei,Endangered,400,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
1742,Meriam,Endangered,320,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1743,Mescalero-Chiricahua,Threatened,1500,United States,0,0,0,0,0,0,1,83.298,93.1,1.0
1744,Mesmes,Dormant,0,Ethiopia,1,0,0,0,0,0,1,23.157,16.7,3.0
1745,Mexican Sign Language,Vulnerable,100000,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
1746,Meymai,Threatened,2000,"Iran, Islamic Rep.",0,0,0,0,0,0,1,77.257,79.6,1.0
1747,Mezquital Otomí,At risk,100000,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
1748,Mi'kmaq,Threatened,8145,United States;Canada,0,0,0,0,0,0,2,83.298,94.0,1.0
1749,Miami-Illinois,Awakening,0,United States,0,0,0,0,0,0,1,83.298,93.1,1.0
1750,Mian,Threatened,1750,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1751,Michif,Severely Endangered,2000,United States;Canada,0,0,0,0,0,0,2,83.298,94.0,1.0
1752,Midah,Threatened,1000,Cameroon;Chad,0,0,0,0,0,0,2,59.315,41.9,1.0
1753,Middle Chulym,Severely Endangered,50,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
1754,Middle Southeastern Chinantec,Vulnerable,77087,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
1755,Midland Mixe,Threatened,13000,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
1756,Miju-Mishmi,Threatened,9000,India;China,0,0,0,0,0,0,2,64.57,77.5,1.0
1757,Mikasuki,Threatened,500,United States,0,0,0,0,0,0,1,83.298,93.1,1.0
1758,Milang,Vulnerable,2150,India,0,0,0,0,0,0,1,36.364,55.9,2.0
1759,Miltu,Endangered,300,Chad,0,0,0,0,0,0,1,24.366,13.2,1.0
1760,Minderico,Severely Endangered,150,Portugal,0,0,0,0,0,0,1,67.906,85.8,1.0
1761,Mindiri,Endangered,90,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1762,Mingang Doso,Threatened,3000,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
1763,Mingrelian,At risk,344000,Georgia,0,0,0,0,0,0,1,60.727,81.9,1.0
1764,Minhe Monguor,Vulnerable,25000,China,0,0,0,0,0,0,1,64.57,77.5,1.0
1765,Minica Huitoto,Threatened,7343,Peru;Colombia,0,0,0,0,0,0,2,82.354,79.5,1.0
1766,Minjungbal,Dormant,0,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1767,Minriq,Endangered,145,Malaysia,0,0,0,0,0,0,1,78.716,97.7,1.0
1768,Mintil,Severely Endangered,40,Malaysia,0,0,0,0,0,0,1,78.716,97.7,1.0
1769,Minyong,Vulnerable,20000,India,0,0,0,0,0,0,1,36.364,55.9,2.0
1770,Miqie Yi,Threatened,8000,China,0,0,0,0,0,0,1,64.57,77.5,1.0
1771,Miranda do Douro,Vulnerable,15000,Spain;Portugal,0,0,0,0,0,0,2,81.552,95.4,1.0
1772,Mirití,Dormant,0,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
1773,Mirniny,Critically Endangered,1,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1774,Misantla Totonac,Endangered,500,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
1775,Mising,At risk,551224,India,0,0,0,0,0,0,1,36.364,55.9,2.0
1776,Mískito,At risk,150000,Honduras;Nicaragua,0,0,0,0,0,0,2,60.212,58.3,1.0
1777,Mithaka,Dormant,0,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1778,Mixed Great Andamanese,Critically Endangered,7,India,0,0,0,0,0,0,1,36.364,55.9,2.0
1779,Mixtepec Mixtec,Threatened,9170,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
1780,Mixtepec Zapotec,Threatened,7000,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
1781,Miyak,Endangered,548,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1782,Miyako,Severely Endangered,2000,Japan,0,0,0,0,0,0,1,92.043,87.0,1.0
1783,Miyobe,Threatened,8700,Togo;Benin,0,0,0,0,0,0,2,50.1,37.0,1.0
1784,Mkir,Endangered,180,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
1785,Mlabri,Threatened,400,Thailand;Lao PDR,0,0,0,0,0,0,2,53.608,89.5,1.0
1787,Mlap,Endangered,300,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1788,Mlomp,Threatened,5400,Senegal,0,0,0,0,0,0,1,49.579,60.6,1.0
1789,Mo'ang,Threatened,5000,China;Viet Nam,0,0,0,0,0,0,2,64.57,78.1,1.0
1790,Mo'da,Endangered,600,South Sudan,0,0,0,0,0,0,1,21.195,9.27,4.0
1791,Mócheno,Threatened,1900,Italy,0,0,0,0,0,0,1,71.973,87.0,1.0
1792,Mocho',Critically Endangered,30,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
1793,Mocoví,Threatened,2780,Argentina,0,0,0,0,0,0,1,92.463,89.2,1.0
1794,Moere,Severely Endangered,50,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1795,Mogholi,Dormant,0,Afghanistan,0,0,0,0,0,0,1,26.933,17.7,1.0
1796,"Moi (Maluku, Indonesia)",Vulnerable,12000,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1797,Moiso,Endangered,100,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
1798,Moji,Vulnerable,400,China,0,0,0,0,0,0,1,64.57,77.5,1.0
1799,Mokerang,Endangered,200,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1800,Mokilese,Threatened,1230,"Micronesia, Fed. Sts.",0,0,0,0,0,0,1,23.379,39.4,4.0
1801,Moksha,At risk,200000,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
1802,Molo,Endangered,100,Sudan,0,0,0,0,0,0,1,36.342,26.4,4.0
1803,Momare,Endangered,374,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1804,Mombo,Vulnerable,19000,Mali,0,0,0,0,0,0,1,46.189,35.1,1.0
1805,Mombum,Endangered,250,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1806,Momina,Endangered,200,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1807,Momuna,Threatened,2000,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1808,Mongol-Kaimba,Endangered,338,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1809,Mono (Cameroon),Severely Endangered,300,Cameroon,0,0,0,0,0,0,1,59.315,41.9,1.0
1810,Mono (Democratic Republic of the Congo),Vulnerable,62102,"Congo, Dem. Rep.",0,0,0,0,0,0,1,47.444,30.5,1.0
1811,Mono (Solomon Islands),Threatened,3340,Solomon Islands,0,0,0,0,0,0,1,26.037,42.5,1.0
1812,Monumbo,Endangered,450,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1813,Monzombo,Vulnerable,12600,Congo;Central African Republic,0,0,0,0,0,0,2,43.614,7.51,5.0
1814,Mopán,Vulnerable,15000,Guatemala;Belize,0,0,0,0,0,0,2,53.098,72.4,1.0
1815,"Mor (Bomberai Peninsula, Indonesia)",Severely Endangered,60,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1816,Mores,Endangered,150,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
1817,Moresada,Endangered,200,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1818,Moro,Vulnerable,30000,Sudan,0,0,0,0,0,0,1,36.342,26.4,4.0
1819,Morokodo,Threatened,3400,South Sudan,0,0,0,0,0,0,1,21.195,9.27,4.0
1820,Mortlockese,Threatened,5900,"Micronesia, Fed. Sts.",0,0,0,0,0,0,1,23.379,39.4,4.0
1821,Mosetén,Vulnerable,4800,Bolivia,0,0,0,0,0,0,1,71.186,70.2,1.0
1822,Mosimo,Severely Endangered,50,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1823,Mota,Endangered,700,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
1824,Motlav,Vulnerable,2100,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
1825,Mount Iraya Agta,Critically Endangered,3,Philippines,0,0,0,0,0,0,1,48.287,83.8,1.0
1826,Movima,Threatened,1173,Bolivia,0,1,0,0,0,0,1,71.186,70.2,1.0
1827,Mpi,Endangered,1200,Thailand,0,0,0,0,0,0,1,53.608,89.5,1.0
1828,Mpra,Dormant,0,Ghana,0,0,0,0,0,0,1,59.238,69.9,1.0
1829,Mpur,Threatened,7000,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1830,Mru,Vulnerable,50000,India;Myanmar;Bangladesh,0,0,0,0,0,0,3,40.473,58.5,1.0
1831,Mser,Severely Endangered,500,Cameroon;Chad,0,0,0,0,0,0,2,59.315,41.9,1.0
1832,Muda,Threatened,2000,China,0,0,0,0,0,0,1,64.57,77.5,1.0
1833,Mudburra,Critically Endangered,50,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1834,Mudhili Gadaba,Threatened,8000,India,0,0,0,0,0,0,1,36.364,55.9,2.0
1835,Mudu Koraga,Threatened,1000,India,0,0,0,0,0,0,1,36.364,55.9,2.0
1836,Mufian,Vulnerable,10646,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1837,Muinane,Severely Endangered,78,Colombia,0,0,0,0,0,0,1,82.354,77.3,1.0
1838,Mulam,Endangered,30000,China,0,0,0,0,0,0,1,64.57,77.5,1.0
1839,Mulao,Critically Endangered,3,China,0,0,0,0,0,0,1,64.57,77.5,1.0
1840,Muluridyi,Critically Endangered,1,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1841,Mundabli-Mufu,Endangered,600,Cameroon,0,0,0,0,0,0,1,59.315,41.9,1.0
1842,Mundurukú,Threatened,8000,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
1843,Mungbam,Threatened,2150,Cameroon,0,0,0,0,0,0,1,59.315,41.9,1.0
1844,Munichi,Dormant,0,Peru,0,0,0,0,0,0,1,78.922,79.5,1.0
1845,Muniwara,Endangered,826,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1846,Munji,Threatened,3770,Afghanistan,0,0,0,0,0,0,1,26.933,17.7,1.0
1847,Munkip,Severely Endangered,12,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1848,Munsee,Critically Endangered,3,United States;Canada,0,0,0,0,0,0,2,83.298,94.0,1.0
1849,Murik,Threatened,1256,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1850,Murle,Vulnerable,60200,Ethiopia;South Sudan,0,0,0,0,1,0,2,23.157,16.7,3.0
1851,Mursi,Threatened,3278,Ethiopia,0,0,0,0,0,0,1,23.157,16.7,3.0
1852,Murui Huitoto,Threatened,3000,Peru;Colombia,0,0,0,0,0,0,2,82.354,79.5,1.0
1853,Muruwari,Critically Endangered,1,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1854,Mushungulu,Vulnerable,23000,Somalia,0,0,0,0,0,0,1,47.92,27.6,2.0
1855,Muskogee,Severely Endangered,4200,United States,0,0,0,0,0,0,1,83.298,93.1,1.0
1856,Muslim Tat,Severely Endangered,5000,"Russian Federation;Azerbaijan;Iran, Islamic Rep.",0,0,0,0,0,0,3,77.257,92.2,1.0
1857,Musom,Endangered,219,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1858,Mussau-Emira,Threatened,3651,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1859,Muya,Vulnerable,15000,China,0,0,0,0,0,0,1,64.57,77.5,1.0
1860,Muzi,Threatened,10000,China,0,0,0,0,0,0,1,64.57,77.5,1.0
1861,Mvanip,Threatened,100,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
1862,Mwatebu,Endangered,120,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1863,Mwenyi,Threatened,6000,Zambia,0,0,0,0,0,0,1,46.335,33.0,1.0
1864,Mwesen,Critically Endangered,10,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
1865,Myanmar Sign Language,Threatened,250000,Myanmar,0,0,0,0,0,0,1,32.112,58.5,1.0
1866,Mzieme Naga,Vulnerable,29000,India,0,0,0,0,0,0,1,36.364,55.9,2.0
1867,Na,Threatened,1500,India,0,14,12,6,7,1,1,36.364,55.9,2.0
1868,Nachering,Vulnerable,10041,Nepal,0,0,0,0,0,0,1,21.903,55.8,1.0
1869,Nadëb,Endangered,370,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
1870,Nafi,Endangered,160,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1871,Nagu,Severely Endangered,206,Solomon Islands,0,0,0,0,0,0,1,26.037,42.5,1.0
1872,Naha'ai,Endangered,600,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
1873,Nahari,Vulnerable,20400,India,0,0,0,0,0,0,1,36.364,55.9,2.0
1874,Nahavaq,Endangered,700,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
1875,Nai,Endangered,454,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1876,Najit,Critically Endangered,5,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
1877,Naka'ela,Critically Endangered,5,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1878,Nakai,Endangered,3,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1879,Nakara,Severely Endangered,100,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1880,Nake,Endangered,170,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1881,Naki,Threatened,3000,Cameroon,0,0,0,0,0,0,1,59.315,41.9,1.0
1882,Nakwi,Endangered,216,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1883,Nalu,Vulnerable,22000,Guinea;Guinea-Bissau,0,0,0,0,0,0,2,45.466,32.5,1.0
1884,Naluo,Vulnerable,15000,China,0,0,0,0,0,0,1,64.57,77.5,1.0
1885,Namat,Endangered,180,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1886,Nambi,Endangered,484,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1887,Nambikwara,Endangered,721,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
1888,Namia,Vulnerable,3500,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1889,Namla,Severely Endangered,36,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1890,Namo,Severely Endangered,80,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1891,Namonuito,Endangered,940,"Micronesia, Fed. Sts.",0,0,0,0,0,0,1,23.379,39.4,4.0
1892,Namosi,Threatened,1600,Fiji,0,0,0,0,0,0,1,58.713,79.3,1.0
1893,Namuyi,Endangered,5000,China,0,0,0,0,0,0,1,64.57,77.5,1.0
1894,Nanai,Severely Endangered,180,Russian Federation;China,0,0,0,0,0,0,2,75.331,92.2,1.0
1895,Ñandeva,Endangered,19308,Brazil;Argentina;Paraguay,0,0,0,0,0,0,3,92.463,89.2,1.0
1896,Nanga,Threatened,3000,Mali,0,0,0,0,0,0,1,46.189,35.1,1.0
1897,Nanti,Vulnerable,450,Peru,0,0,0,0,0,0,1,78.922,79.5,1.0
1898,Napu,Threatened,6000,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1899,Nar Phu,Endangered,500,Nepal,0,0,0,0,0,0,1,21.903,55.8,1.0
1900,Narau,Severely Endangered,85,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1901,Nari Nari,Dormant,0,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1902,Narim,Threatened,3620,South Sudan,0,0,0,0,0,0,1,21.195,9.27,4.0
1903,Narmoris,Endangered,120,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
1904,Naro,Vulnerable,10000,Botswana;Namibia,0,0,0,0,0,0,2,72.867,81.4,1.0
1905,Narungga,Severely Endangered,24,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1906,Nasal,Vulnerable,3000,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1907,Nasarian,Critically Endangered,20,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
1908,Nasvang,Endangered,275,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
1909,Natanzi,Threatened,7030,"Iran, Islamic Rep.",0,0,0,0,0,0,1,77.257,79.6,1.0
1910,Natchez,Awakening,5,United States,1,0,0,0,0,0,1,83.298,93.1,1.0
1911,Nāti,Severely Endangered,25,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
1912,Natioro,Vulnerable,4000,Burkina Faso,0,0,0,0,0,0,1,32.52,17.0,1.0
1913,Nauete,Endangered,1000,Timor-Leste,0,0,0,0,0,0,1,32.456,34.0,1.0
1914,Naukan Yupik,Endangered,200,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
1915,Nauna,Severely Endangered,100,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1916,Nauruan,Threatened,6000,Nauru,0,1,0,0,0,0,1,100.0,81.7,4.0
1917,Navwien,Critically Endangered,5,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
1918,Nawaru,Endangered,190,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1919,Nayi,Severely Endangered,7188,Ethiopia,0,0,0,0,0,0,1,23.157,16.7,3.0
1920,Nayini,Threatened,7030,"Iran, Islamic Rep.",0,0,0,0,0,0,1,77.257,79.6,1.0
1921,Nchumbulu,Threatened,1800,Ghana,0,0,0,0,0,0,1,59.238,69.9,1.0
1922,Nda'nda',Vulnerable,10000,Cameroon,0,0,0,0,0,0,1,59.315,41.9,1.0
1923,Ndai,Critically Endangered,3,Cameroon,0,0,0,0,0,0,1,59.315,41.9,1.0
1924,Ndam,Threatened,6500,Chad,0,0,0,0,0,0,1,24.366,13.2,1.0
1925,Nding,Threatened,3513,Sudan,0,0,0,0,0,0,1,36.342,26.4,4.0
1926,Ndjebbana,Endangered,241,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1927,Ndoola ,Vulnerable,10000,Nigeria;Cameroon,0,0,0,0,0,0,2,59.315,41.9,1.0
1928,Ndunda,Endangered,400,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
1929,Ndut,Vulnerable,50000,Senegal,0,0,0,0,0,0,1,49.579,60.6,1.0
1930,Nedebang,Critically Endangered,200,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1931,Negidal,Severely Endangered,150,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
1932,Nēhiyawēwin,Severely Endangered,53070,Canada,0,0,0,0,0,0,1,81.862,94.0,1.0
1933,Neku,Endangered,220,New Caledonia,0,0,0,0,0,0,1,72.719,82.0,7.0
1934,Nemi,Endangered,320,New Caledonia,0,0,0,0,0,0,1,72.719,82.0,7.0
1935,Nen,Endangered,250,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
1936,Neo-Mandaic,Severely Endangered,200,"Iran, Islamic Rep.;Iraq",0,0,0,0,0,0,2,77.257,81.7,1.0
1937,Nepali Kurux,Vulnerable,28615,Nepal,0,0,0,0,0,0,1,21.903,55.8,1.0
1938,Nese,Critically Endangered,15,Vanuatu,0,5,3,4,4,7,1,25.976,45.7,1.0
1939,Nez Perce,Critically Endangered,50,United States,0,0,0,0,0,0,1,83.298,93.1,1.0
1940,Ngaanyatjarra,Threatened,1300,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1941,Ngaatjatjara,Severely Endangered,12,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1942,Ngala,Endangered,136,Papua New Guinea,0,0,0,2,0,0,1,13.723,24.1,1.0
1943,Ngalakgan,Dormant,0,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1944,Ngaliwurru,Endangered,100,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1945,Ngalum,Vulnerable,18000,Indonesia;Papua New Guinea,0,0,0,0,0,0,2,58.572,69.2,1.0
1946,Ngamini,Critically Endangered,2,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1947,Ngamo,Vulnerable,60000,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
1948,Ngan'gikurunggurr,Endangered,240,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1949,Ngan'gityemerri,Endangered,150,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1950,Nganasan,Severely Endangered,500,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
1951,Ngandi,Critically Endangered,9,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1952,Nganyaywana,Dormant,0,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1953,Ngardi,Severely Endangered,10,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1954,Ngarigu,Dormant,0,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1955,Ngarinyin,Critically Endangered,12,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1956,Ngarinyman,Endangered,170,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1957,Ngarla,Critically Endangered,3,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1958,Ngarluma,Severely Endangered,20,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1959,Ngarnka,Critically Endangered,3,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1960,Ngarrindjeri,Awakening,5,Australia,1,0,0,0,0,0,1,86.617,97.1,1.0
1961,Ngasa,Endangered,300,Kenya;Tanzania,0,0,0,0,0,0,2,37.409,35.0,1.0
1962,Ngatik Men's Creole,Severely Endangered,30,"Micronesia, Fed. Sts.",0,0,0,0,0,0,1,23.379,39.4,4.0
1963,Ngatikese,Vulnerable,700,"Micronesia, Fed. Sts.",0,0,0,0,0,0,1,23.379,39.4,4.0
1964,Ngawun,Critically Endangered,1,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1965,Ngbinda,Critically Endangered,3,"Congo, Dem. Rep.",0,0,0,0,0,0,1,47.444,30.5,1.0
1966,Ngen,Endangered,800,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
1967,Nggwahyi,Threatened,2000,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
1968,Ngile,Vulnerable,38000,Sudan,0,0,0,0,0,0,1,36.342,26.4,4.0
1969,Ngizim,Vulnerable,80000,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
1970,Ngkâlmpw Kanum,Endangered,150,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
1971,Ngombe,Threatened,1400,Central African Republic,0,0,0,0,0,0,1,43.614,7.51,5.0
1972,Ngomburr,Critically Endangered,1,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1973,Ngong,Critically Endangered,2,Cameroon,0,0,0,0,0,0,1,59.315,41.9,1.0
1974,Ngumbarl,Dormant,0,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1975,Ngunawal,Awakening,5,Australia,1,0,0,0,0,0,1,86.617,97.1,1.0
1976,Nguôn,Endangered,1000,Viet Nam;Lao PDR,0,0,0,0,0,0,2,39.48,78.1,1.0
1977,Ngwaba,Vulnerable,10000,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
1978,Nhanta,Critically Endangered,2,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1979,Nheengatú,Endangered,19060,"Brazil;Colombia;Venezuela, RB",0,0,0,0,0,0,3,88.438,84.2,1.0
1980,Nhirrpi,Dormant,0,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
1981,Nhuwala,Severely Endangered,10,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
